f45c2f84d775c398f8094d	/path/to/features/majorminer/f45c2f84d775c398f8094d.sig	dance	2
f45c2f84d775c398f8094d	/path/to/features/majorminer/f45c2f84d775c398f8094d.sig	electronic	4
f45c2f84d775c398f8094d	/path/to/features/majorminer/f45c2f84d775c398f8094d.sig	drums	3
f45c2f84d775c398f8094d	/path/to/features/majorminer/f45c2f84d775c398f8094d.sig	synth	4
8b74145258cc0265aa46ef	/path/to/features/majorminer/8b74145258cc0265aa46ef.sig	synth	4
87fae0c8050001bc6c7065	/path/to/features/majorminer/87fae0c8050001bc6c7065.sig	guitar	3
88a7d80e113adb2346a685	/path/to/features/majorminer/88a7d80e113adb2346a685.sig	bass	3
88a7d80e113adb2346a685	/path/to/features/majorminer/88a7d80e113adb2346a685.sig	vocal	3
88a7d80e113adb2346a685	/path/to/features/majorminer/88a7d80e113adb2346a685.sig	guitar	6
88a7d80e113adb2346a685	/path/to/features/majorminer/88a7d80e113adb2346a685.sig	drums	4
88a7d80e113adb2346a685	/path/to/features/majorminer/88a7d80e113adb2346a685.sig	rock	6
88a7d80e113adb2346a685	/path/to/features/majorminer/88a7d80e113adb2346a685.sig	male	4
a5ad4d74d0c18df0da60b6	/path/to/features/majorminer/a5ad4d74d0c18df0da60b6.sig	slow	4
a5ad4d74d0c18df0da60b6	/path/to/features/majorminer/a5ad4d74d0c18df0da60b6.sig	piano	4
a5ad4d74d0c18df0da60b6	/path/to/features/majorminer/a5ad4d74d0c18df0da60b6.sig	jazz	4
d345141c9da40d3cba2e0d	/path/to/features/majorminer/d345141c9da40d3cba2e0d.sig	electronic	2
d345141c9da40d3cba2e0d	/path/to/features/majorminer/d345141c9da40d3cba2e0d.sig	female	2
d345141c9da40d3cba2e0d	/path/to/features/majorminer/d345141c9da40d3cba2e0d.sig	drums	3
d345141c9da40d3cba2e0d	/path/to/features/majorminer/d345141c9da40d3cba2e0d.sig	rock	2
2779093d41453f3e8e2fe7	/path/to/features/majorminer/2779093d41453f3e8e2fe7.sig	bass	2
2779093d41453f3e8e2fe7	/path/to/features/majorminer/2779093d41453f3e8e2fe7.sig	punk	2
2779093d41453f3e8e2fe7	/path/to/features/majorminer/2779093d41453f3e8e2fe7.sig	guitar	3
2779093d41453f3e8e2fe7	/path/to/features/majorminer/2779093d41453f3e8e2fe7.sig	drums	2
2779093d41453f3e8e2fe7	/path/to/features/majorminer/2779093d41453f3e8e2fe7.sig	rock	4
2779093d41453f3e8e2fe7	/path/to/features/majorminer/2779093d41453f3e8e2fe7.sig	male	3
3522ff16ff5f7cfe5a910f	/path/to/features/majorminer/3522ff16ff5f7cfe5a910f.sig	guitar	2
3522ff16ff5f7cfe5a910f	/path/to/features/majorminer/3522ff16ff5f7cfe5a910f.sig	female	5
3522ff16ff5f7cfe5a910f	/path/to/features/majorminer/3522ff16ff5f7cfe5a910f.sig	drums	2
3522ff16ff5f7cfe5a910f	/path/to/features/majorminer/3522ff16ff5f7cfe5a910f.sig	rock	4
b4be043dd36ee62aaec02b	/path/to/features/majorminer/b4be043dd36ee62aaec02b.sig	quiet	3
b4be043dd36ee62aaec02b	/path/to/features/majorminer/b4be043dd36ee62aaec02b.sig	silence	3
3ffbdf7964914df615ce36	/path/to/features/majorminer/3ffbdf7964914df615ce36.sig	drums	2
28e06ddd9f6da73c58102f	/path/to/features/majorminer/28e06ddd9f6da73c58102f.sig	guitar	2
28e06ddd9f6da73c58102f	/path/to/features/majorminer/28e06ddd9f6da73c58102f.sig	male	2
28e06ddd9f6da73c58102f	/path/to/features/majorminer/28e06ddd9f6da73c58102f.sig	pop	2
28e06ddd9f6da73c58102f	/path/to/features/majorminer/28e06ddd9f6da73c58102f.sig	rock	2
a6e16b8e86e2048d157fa3	/path/to/features/majorminer/a6e16b8e86e2048d157fa3.sig	bass	3
a6e16b8e86e2048d157fa3	/path/to/features/majorminer/a6e16b8e86e2048d157fa3.sig	rap	2
a6e16b8e86e2048d157fa3	/path/to/features/majorminer/a6e16b8e86e2048d157fa3.sig	dance	2
a6e16b8e86e2048d157fa3	/path/to/features/majorminer/a6e16b8e86e2048d157fa3.sig	jazz	4
a6e16b8e86e2048d157fa3	/path/to/features/majorminer/a6e16b8e86e2048d157fa3.sig	hip hop	5
a6e16b8e86e2048d157fa3	/path/to/features/majorminer/a6e16b8e86e2048d157fa3.sig	drums	4
a6e16b8e86e2048d157fa3	/path/to/features/majorminer/a6e16b8e86e2048d157fa3.sig	piano	2
a6e16b8e86e2048d157fa3	/path/to/features/majorminer/a6e16b8e86e2048d157fa3.sig	male	3
1df6843282fce76a578410	/path/to/features/majorminer/1df6843282fce76a578410.sig	vocal	2
1df6843282fce76a578410	/path/to/features/majorminer/1df6843282fce76a578410.sig	synth	3
0d81bfaaa6f177bab8c418	/path/to/features/majorminer/0d81bfaaa6f177bab8c418.sig	bass	2
0d81bfaaa6f177bab8c418	/path/to/features/majorminer/0d81bfaaa6f177bab8c418.sig	punk	6
0d81bfaaa6f177bab8c418	/path/to/features/majorminer/0d81bfaaa6f177bab8c418.sig	vocal	4
0d81bfaaa6f177bab8c418	/path/to/features/majorminer/0d81bfaaa6f177bab8c418.sig	guitar	4
0d81bfaaa6f177bab8c418	/path/to/features/majorminer/0d81bfaaa6f177bab8c418.sig	drums	3
0d81bfaaa6f177bab8c418	/path/to/features/majorminer/0d81bfaaa6f177bab8c418.sig	rock	4
0d81bfaaa6f177bab8c418	/path/to/features/majorminer/0d81bfaaa6f177bab8c418.sig	male	3
868d29a50ddf0fcea7cff3	/path/to/features/majorminer/868d29a50ddf0fcea7cff3.sig	guitar	3
868d29a50ddf0fcea7cff3	/path/to/features/majorminer/868d29a50ddf0fcea7cff3.sig	male	2
eef792df9e5ed068267e09	/path/to/features/majorminer/eef792df9e5ed068267e09.sig	dance	2
eef792df9e5ed068267e09	/path/to/features/majorminer/eef792df9e5ed068267e09.sig	vocal	2
eef792df9e5ed068267e09	/path/to/features/majorminer/eef792df9e5ed068267e09.sig	electronica	2
eef792df9e5ed068267e09	/path/to/features/majorminer/eef792df9e5ed068267e09.sig	techno	2
eef792df9e5ed068267e09	/path/to/features/majorminer/eef792df9e5ed068267e09.sig	synth	8
eef792df9e5ed068267e09	/path/to/features/majorminer/eef792df9e5ed068267e09.sig	electronic	3
affdc411d33e4c60d1d2b1	/path/to/features/majorminer/affdc411d33e4c60d1d2b1.sig	instrumental	3
affdc411d33e4c60d1d2b1	/path/to/features/majorminer/affdc411d33e4c60d1d2b1.sig	bass	2
affdc411d33e4c60d1d2b1	/path/to/features/majorminer/affdc411d33e4c60d1d2b1.sig	solo	4
affdc411d33e4c60d1d2b1	/path/to/features/majorminer/affdc411d33e4c60d1d2b1.sig	pop	2
affdc411d33e4c60d1d2b1	/path/to/features/majorminer/affdc411d33e4c60d1d2b1.sig	guitar	6
affdc411d33e4c60d1d2b1	/path/to/features/majorminer/affdc411d33e4c60d1d2b1.sig	drums	3
affdc411d33e4c60d1d2b1	/path/to/features/majorminer/affdc411d33e4c60d1d2b1.sig	rock	6
e0601fc15a90b0846037fc	/path/to/features/majorminer/e0601fc15a90b0846037fc.sig	noise	2
6008b5ab829d1f22bbf6bd	/path/to/features/majorminer/6008b5ab829d1f22bbf6bd.sig	electronic	3
f392f24c9d4be8ee41e4f8	/path/to/features/majorminer/f392f24c9d4be8ee41e4f8.sig	slow	2
f392f24c9d4be8ee41e4f8	/path/to/features/majorminer/f392f24c9d4be8ee41e4f8.sig	jazz	7
e483f90b778fb472846759	/path/to/features/majorminer/e483f90b778fb472846759.sig	dance	3
e483f90b778fb472846759	/path/to/features/majorminer/e483f90b778fb472846759.sig	techno	2
5c5a9a000851a48a870ca9	/path/to/features/majorminer/5c5a9a000851a48a870ca9.sig	slow	2
5c5a9a000851a48a870ca9	/path/to/features/majorminer/5c5a9a000851a48a870ca9.sig	drums	2
5c5a9a000851a48a870ca9	/path/to/features/majorminer/5c5a9a000851a48a870ca9.sig	vocal	3
5c5a9a000851a48a870ca9	/path/to/features/majorminer/5c5a9a000851a48a870ca9.sig	guitar	3
5c5a9a000851a48a870ca9	/path/to/features/majorminer/5c5a9a000851a48a870ca9.sig	female	4
5c5a9a000851a48a870ca9	/path/to/features/majorminer/5c5a9a000851a48a870ca9.sig	synth	3
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	synth	6
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	voice	3
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	bass	2
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	beat	2
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	electronica	2
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	fast	3
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	guitar	5
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	dance	2
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	pop	3
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	drums	4
99a0cff2aaade7efdc377b	/path/to/features/majorminer/99a0cff2aaade7efdc377b.sig	rock	6
